RECORDNAME,INTID,NB,SB,EB,WB,NE,NW,SE,SW
Curve Pt Y,7211,,,,,,,,
Curve Pt Z,7211,,,,,,,,
Link Is Hidden,7211,FALSE,,,,,,,
Street Name Is Hidden,7211,FALSE,,,,,,,
Up ID,7212,44,,,,,,,
Lanes,7212,1,,,,,,,
Name,7212,Myrtle Avenue,,,,,,,
Distance,7212,500,,,,,,,
Speed,7212,30,,,,,,,
Time,7212,11.4,,,,,,,
Grade,7212,0,,,,,,,
Median,7212,0,,,,,,,
Offset,7212,0,,,,,,,
TWLTL,7212,0,,,,,,,
Crosswalk Width,7212,16,,,,,,,
Mandatory Distance,7212,200,,,,,,,
Mandatory Distance2,7212,1320,,,,,,,
Positioning Distance,7212,880,,,,,,,
Positioning Distance2,7212,1760,,,,,,,
Curve Pt X,7212,,,,,,,,
Curve Pt Y,7212,,,,,,,,
Curve Pt Z,7212,,,,,,,,
Link Is Hidden,7212,FALSE,,,,,,,
Street Name Is Hidden,7212,FALSE,,,,,,,
Up ID,7213,,,31,,,,,
Lanes,7213,,,1,,,,,
Name,7213,,,,,,,,
Distance,7213,,,315,,,,,
Speed,7213,,,30,,,,,
Time,7213,,,7.2,,,,,
Grade,7213,,,0,,,,,
Median,7213,,,12,,,,,
Offset,7213,,,0,,,,,
TWLTL,7213,,,0,,,,,
Crosswalk Width,7213,,,16,,,,,
Mandatory Distance,7213,,,200,,,,,
Mandatory Distance2,7213,,,1320,,,,,
Positioning Distance,7213,,,880,,,,,
Positioning Distance2,7213,,,1760,,,,,
Curve Pt X,7213,,,,,,,,
Curve Pt Y,7213,,,,,,,,
Curve Pt Z,7213,,,,,,,,
Link Is Hidden,7213,,,FALSE,,,,,
Street Name Is Hidden,7213,,,FALSE,,,,,
Up ID,7214,,,,31,,,,
Lanes,7214,,,,1,,,,
Name,7214,,,,7th Street,,,,
Distance,7214,,,,500,,,,
Speed,7214,,,,30,,,,
Time,7214,,,,11.4,,,,
Grade,7214,,,,0,,,,
Median,7214,,,,0,,,,
Offset,7214,,,,0,,,,
TWLTL,7214,,,,0,,,,
Crosswalk Width,7214,,,,16,,,,
Mandatory Distance,7214,,,,200,,,,
Mandatory Distance2,7214,,,,1320,,,,
Positioning Distance,7214,,,,880,,,,
Positioning Distance2,7214,,,,1760,,,,
Curve Pt X,7214,,,,,,,,
Curve Pt Y,7214,,,,,,,,
Curve Pt Z,7214,,,,,,,,
Link Is Hidden,7214,,,,FALSE,,,,
Street Name Is Hidden,7214,,,,FALSE,,,,
Up ID,7215,,,,30,,,,
Lanes,7215,,,,1,,,,
Name,7215,,,,6th Street,,,,
Distance,7215,,,,500,,,,
Speed,7215,,,,30,,,,
Time,7215,,,,11.4,,,,
Grade,7215,,,,0,,,,
Median,7215,,,,12,,,,
Offset,7215,,,,0,,,,
TWLTL,7215,,,,0,,,,
Crosswalk Width,7215,,,,16,,,,
Mandatory Distance,7215,,,,200,,,,
Mandatory Distance2,7215,,,,1320,,,,
Positioning Distance,7215,,,,880,,,,
Positioning Distance2,7215,,,,1760,,,,
Curve Pt X,7215,,,,,,,,
Curve Pt Y,7215,,,,,,,,
Curve Pt Z,7215,,,,,,,,
Link Is Hidden,7215,,,,FALSE,,,,
Street Name Is Hidden,7215,,,,FALSE,,,,
Up ID,7216,,,30,,,,,
Lanes,7216,,,1,,,,,
Name,7216,,,,,,,,
Distance,7216,,,500,,,,,
Speed,7216,,,30,,,,,
Time,7216,,,11.4,,,,,
Grade,7216,,,0,,,,,
Median,7216,,,12,,,,,
Offset,7216,,,0,,,,,
TWLTL,7216,,,0,,,,,
Crosswalk Width,7216,,,16,,,,,
Mandatory Distance,7216,,,200,,,,,
Mandatory Distance2,7216,,,1320,,,,,
Positioning Distance,7216,,,880,,,,,
Positioning Distance2,7216,,,1760,,,,,
Curve Pt X,7216,,,,,,,,
Curve Pt Y,7216,,,,,,,,
Curve Pt Z,7216,,,,,,,,
Link Is Hidden,7216,,,FALSE,,,,,
Street Name Is Hidden,7216,,,FALSE,,,,,
Up ID,7217,,,511,,,,,
Lanes,7217,,,1,,,,,
Name,7217,,,3rd Street,,,,,
Distance,7217,,,500,,,,,
Speed,7217,,,30,,,,,
Time,7217,,,11.4,,,,,
Grade,7217,,,0,,,,,
Median,7217,,,12,,,,,
Offset,7217,,,0,,,,,
TWLTL,7217,,,0,,,,,
Crosswalk Width,7217,,,16,,,,,
Mandatory Distance,7217,,,200,,,,,
Mandatory Distance2,7217,,,1320,,,,,
Positioning Distance,7217,,,880,,,,,
Positioning Distance2,7217,,,1760,,,,,
Curve Pt X,7217,,,,,,,,
Curve Pt Y,7217,,,,,,,,
Curve Pt Z,7217,,,,,,,,
Link Is Hidden,7217,,,FALSE,,,,,
Street Name Is Hidden,7217,,,FALSE,,,,,
Up ID,7219,,,,62,,,,
Lanes,7219,,,,1,,,,
Name,7219,,,,Terrace Road,,,,
Distance,7219,,,,992,,,,
Speed,7219,,,,30,,,,
Time,7219,,,,22.5,,,,
Grade,7219,,,,0,,,,
Median,7219,,,,0,,,,
Offset,7219,,,,0,,,,
TWLTL,7219,,,,0,,,,
Crosswalk Width,7219,,,,16,,,,
Mandatory Distance,7219,,,,200,,,,
Mandatory Distance2,7219,,,,1320,,,,
Positioning Distance,7219,,,,880,,,,
Positioning Distance2,7219,,,,1760,,,,
Curve Pt X,7219,,,,,,,,
Curve Pt Y,7219,,,,,,,,
Curve Pt Z,7219,,,,,,,,
Link Is Hidden,7219,,,,FALSE,,,,
Street Name Is Hidden,7219,,,,FALSE,,,,
Up ID,7221,50,,,,,,,
Lanes,7221,1,,,,,,,
Name,7221,Dorsey Lane,,,,,,,
Distance,7221,720,,,,,,,
Speed,7221,30,,,,,,,
Time,7221,16.4,,,,,,,
Grade,7221,0,,,,,,,
Median,7221,12,,,,,,,
Offset,7221,0,,,,,,,
TWLTL,7221,0,,,,,,,
Crosswalk Width,7221,16,,,,,,,
Mandatory Distance,7221,200,,,,,,,
Mandatory Distance2,7221,1320,,,,,,,
Positioning Distance,7221,880,,,,,,,
Positioning Distance2,7221,1760,,,,,,,
Curve Pt X,7221,,,,,,,,
Curve Pt Y,7221,,,,,,,,
Curve Pt Z,7221,,,,,,,,
Link Is Hidden,7221,FALSE,,,,,,,
Street Name Is Hidden,7221,FALSE,,,,,,,
Up ID,7222,,,,66,,,,
Lanes,7222,,,,1,,,,
Name,7222,,,,,,,,
Distance,7222,,,,340,,,,
Speed,7222,,,,30,,,,
Time,7222,,,,7.7,,,,
Grade,7222,,,,0,,,,
Median,7222,,,,0,,,,
Offset,7222,,,,0,,,,
TWLTL,7222,,,,0,,,,
Crosswalk Width,7222,,,,16,,,,
Mandatory Distance,7222,,,,200,,,,
Mandatory Distance2,7222,,,,1320,,,,
Positioning Distance,7222,,,,880,,,,
Positioning Distance2,7222,,,,1760,,,,
Curve Pt X,7222,,,,,,,,
Curve Pt Y,7222,,,,,,,,
Curve Pt Z,7222,,,,,,,,
Link Is Hidden,7222,,,,FALSE,,,,
Street Name Is Hidden,7222,,,,FALSE,,,,
Up ID,7223,,,66,,,,,
Lanes,7223,,,1,,,,,
Name,7223,,,Don Carlos Rd,,,,,
Distance,7223,,,800,,,,,
Speed,7223,,,30,,,,,
Time,7223,,,18.2,,,,,
Grade,7223,,,0,,,,,
Median,7223,,,0,,,,,
Offset,7223,,,0,,,,,
TWLTL,7223,,,0,,,,,
Crosswalk Width,7223,,,16,,,,,
Mandatory Distance,7223,,,200,,,,,
Mandatory Distance2,7223,,,1320,,,,,
Positioning Distance,7223,,,880,,,,,
Positioning Distance2,7223,,,1760,,,,,
Curve Pt X,7223,,,,,,,,
Curve Pt Y,7223,,,,,,,,
Curve Pt Z,7223,,,,,,,,
Link Is Hidden,7223,,,FALSE,,,,,
Street Name Is Hidden,7223,,,FALSE,,,,,
Up ID,7224,,37,,,,,,
Lanes,7224,,1,,,,,,
Name,7224,,Perry Lane,,,,,,
Distance,7224,,800,,,,,,
Speed,7224,,30,,,,,,
Time,7224,,18.2,,,,,,
Grade,7224,,0,,,,,,
Median,7224,,12,,,,,,
Offset,7224,,0,,,,,,
TWLTL,7224,,0,,,,,,
Crosswalk Width,7224,,16,,,,,,
Mandatory Distance,7224,,200,,,,,,
Mandatory Distance2,7224,,1320,,,,,,
Positioning Distance,7224,,880,,,,,,
Positioning Distance2,7224,,1760,,,,,,
Curve Pt X,7224,,,,,,,,
Curve Pt Y,7224,,,,,,,,
Curve Pt Z,7224,,,,,,,,
Link Is Hidden,7224,,FALSE,,,,,,
Street Name Is Hidden,7224,,FALSE,,,,,,
Up ID,7225,53,,,,,,,
Lanes,7225,1,,,,,,,
Name,7225,Smith Rd,,,,,,,
Distance,7225,886,,,,,,,
Speed,7225,30,,,,,,,
Time,7225,20.1,,,,,,,
Grade,7225,0,,,,,,,
Median,7225,12,,,,,,,
Offset,7225,0,,,,,,,
TWLTL,7225,0,,,,,,,
Crosswalk Width,7225,16,,,,,,,
Mandatory Distance,7225,200,,,,,,,
Mandatory Distance2,7225,1320,,,,,,,
Positioning Distance,7225,880,,,,,,,
Positioning Distance2,7225,1760,,,,,,,
Curve Pt X,7225,,,,,,,,
Curve Pt Y,7225,,,,,,,,
Curve Pt Z,7225,,,,,,,,
Link Is Hidden,7225,FALSE,,,,,,,
Street Name Is Hidden,7225,FALSE,,,,,,,
Up ID,7226,,53,,,,,,
Lanes,7226,,1,,,,,,
Name,7226,,,,,,,,
Distance,7226,,866,,,,,,
Speed,7226,,30,,,,,,
Time,7226,,19.7,,,,,,
Grade,7226,,0,,,,,,
Median,7226,,12,,,,,,
Offset,7226,,0,,,,,,
TWLTL,7226,,0,,,,,,
Crosswalk Width,7226,,16,,,,,,
Mandatory Distance,7226,,200,,,,,,
Mandatory Distance2,7226,,1320,,,,,,
Positioning Distance,7226,,880,,,,,,
Positioning Distance2,7226,,1760,,,,,,
Curve Pt X,7226,,,,,,,,
Curve Pt Y,7226,,,,,,,,
Curve Pt Z,7226,,,,,,,,
Link Is Hidden,7226,,FALSE,,,,,,
Street Name Is Hidden,7226,,FALSE,,,,,,
Up ID,7227,,57,,,,,,
Lanes,7227,,1,,,,,,
Name,7227,,Evergreen Road,,,,,,
Distance,7227,,543,,,,,,
Speed,7227,,30,,,,,,
Time,7227,,12.3,,,,,,
Grade,7227,,0,,,,,,
Median,7227,,12,,,,,,
Offset,7227,,0,,,,,,
TWLTL,7227,,0,,,,,,
Crosswalk Width,7227,,16,,,,,,
Mandatory Distance,7227,,200,,,,,,
Mandatory Distance2,7227,,1320,,,,,,
Positioning Distance,7227,,880,,,,,,
Positioning Distance2,7227,,1760,,,,,,
Curve Pt X,7227,,,,,,,,
Curve Pt Y,7227,,,,,,,,
Curve Pt Z,7227,,,,,,,,
Link Is Hidden,7227,,FALSE,,,,,,
Street Name Is Hidden,7227,,FALSE,,,,,,
Up ID,7232,536,,,,,,,
Lanes,7232,1,,,,,,,
Name,7232,Lebanon Lane,,,,,,,
Distance,7232,700,,,,,,,
Speed,7232,30,,,,,,,
Time,7232,15.9,,,,,,,
Grade,7232,0,,,,,,,
Median,7232,0,,,,,,,
Offset,7232,0,,,,,,,
TWLTL,7232,0,,,,,,,
Crosswalk Width,7232,16,,,,,,,
Mandatory Distance,7232,200,,,,,,,
Mandatory Distance2,7232,1320,,,,,,,
Positioning Distance,7232,880,,,,,,,
Positioning Distance2,7232,1760,,,,,,,
Curve Pt X,7232,,,,,,,,
Curve Pt Y,7232,,,,,,,,
Curve Pt Z,7232,,,,,,,,
Link Is Hidden,7232,FALSE,,,,,,,
Street Name Is Hidden,7232,FALSE,,,,,,,
Up ID,7233,,534,,,,,,
Lanes,7233,,1,,,,,,
Name,7233,,101 Park-n-Ride,,,,,,
Distance,7233,,640,,,,,,
Speed,7233,,30,,,,,,
Time,7233,,14.5,,,,,,
Grade,7233,,0,,,,,,
Median,7233,,0,,,,,,
Offset,7233,,0,,,,,,
TWLTL,7233,,0,,,,,,
Crosswalk Width,7233,,16,,,,,,
Mandatory Distance,7233,,200,,,,,,
Mandatory Distance2,7233,,1320,,,,,,
Positioning Distance,7233,,880,,,,,,
Positioning Distance2,7233,,1760,,,,,,
Curve Pt X,7233,,,,,,,,
Curve Pt Y,7233,,,,,,,,
Curve Pt Z,7233,,,,,,,,
Link Is Hidden,7233,,FALSE,,,,,,
Street Name Is Hidden,7233,,FALSE,,,,,,
Up ID,7234,530,,,,,,,
Lanes,7234,1,,,,,,,
Name,7234,River Drive,,,,,,,
Distance,7234,800,,,,,,,
Speed,7234,30,,,,,,,
Time,7234,18.2,,,,,,,
Grade,7234,0,,,,,,,
Median,7234,0,,,,,,,
Offset,7234,0,,,,,,,
TWLTL,7234,0,,,,,,,
Crosswalk Width,7234,16,,,,,,,
Mandatory Distance,7234,200,,,,,,,
Mandatory Distance2,7234,1320,,,,,,,
Positioning Distance,7234,880,,,,,,,
Positioning Distance2,7234,1760,,,,,,,
Curve Pt X,7234,,,,,,,,
Curve Pt Y,7234,,,,,,,,
Curve Pt Z,7234,,,,,,,,
Link Is Hidden,7234,FALSE,,,,,,,
Street Name Is Hidden,7234,FALSE,,,,,,,
Up ID,7235,,530,,,,,,
Lanes,7235,,1,,,,,,
Name,7235,,River Drive,,,,,,
Distance,7235,,840,,,,,,
Speed,7235,,30,,,,,,
Time,7235,,19.1,,,,,,
Grade,7235,,0,,,,,,
Median,7235,,0,,,,,,
Offset,7235,,0,,,,,,
TWLTL,7235,,0,,,,,,
Crosswalk Width,7235,,16,,,,,,
Mandatory Distance,7235,,200,,,,,,
Mandatory Distance2,7235,,1320,,,,,,
Positioning Distance,7235,,880,,,,,,
Positioning Distance2,7235,,1760,,,,,,
Curve Pt X,7235,,,,,,,,
Curve Pt Y,7235,,,,,,,,
Curve Pt Z,7235,,,,,,,,
Link Is Hidden,7235,,FALSE,,,,,,
Street Name Is Hidden,7235,,FALSE,,,,,,
Up ID,7236,528,,,,,,,
Lanes,7236,1,,,,,,,
Name,7236,Martin Lane,,,,,,,
Distance,7236,800,,,,,,,
Speed,7236,30,,,,,,,
Time,7236,18.2,,,,,,,
Grade,7236,0,,,,,,,
Median,7236,0,,,,,,,
Offset,7236,0,,,,,,,
TWLTL,7236,0,,,,,,,
Crosswalk Width,7236,16,,,,,,,
Mandatory Distance,7236,200,,,,,,,
Mandatory Distance2,7236,1320,,,,,,,
Positioning Distance,7236,880,,,,,,,
Positioning Distance2,7236,1760,,,,,,,
Curve Pt X,7236,,,,,,,,
Curve Pt Y,7236,,,,,,,,
Curve Pt Z,7236,,,,,,,,
Link Is Hidden,7236,FALSE,,,,,,,
Street Name Is Hidden,7236,FALSE,,,,,,,
Up ID,7237,,528,,,,,,
Lanes,7237,,1,,,,,,
Name,7237,,Martin Lane,,,,,,
Distance,7237,,840,,,,,,
Speed,7237,,30,,,,,,
Time,7237,,19.1,,,,,,
Grade,7237,,0,,,,,,
Median,7237,,12,,,,,,
Offset,7237,,0,,,,,,
TWLTL,7237,,0,,,,,,
Crosswalk Width,7237,,16,,,,,,
Mandatory Distance,7237,,200,,,,,,
Mandatory Distance2,7237,,1320,,,,,,
Positioning Distance,7237,,880,,,,,,
Positioning Distance2,7237,,1760,,,,,,
Curve Pt X,7237,,,,,,,,
Curve Pt Y,7237,,,,,,,,
Curve Pt Z,7237,,,,,,,,
Link Is Hidden,7237,,FALSE,,,,,,
Street Name Is Hidden,7237,,FALSE,,,,,,
Up ID,7238,,526,,,,,,
Lanes,7238,,1,,,,,,
Name,7238,,Park-n-Ride,,,,,,
Distance,7238,,440,,,,,,
Speed,7238,,30,,,,,,
Time,7238,,10,,,,,,
Grade,7238,,0,,,,,,
Median,7238,,12,,,,,,
Offset,7238,,0,,,,,,
TWLTL,7238,,0,,,,,,
Crosswalk Width,7238,,16,,,,,,
Mandatory Distance,7238,,200,,,,,,
Mandatory Distance2,7238,,1320,,,,,,
Positioning Distance,7238,,880,,,,,,
Positioning Distance2,7238,,1760,,,,,,
Curve Pt X,7238,,,,,,,,
Curve Pt Y,7238,,,,,,,,
Curve Pt Z,7238,,,,,,,,
Link Is Hidden,7238,,FALSE,,,,,,
Street Name Is Hidden,7238,,FALSE,,,,,,
Up ID,7239,524,,,,,,,
Lanes,7239,1,,,,,,,
Name,7239,Una-Butte Avenue,,,,,,,
Distance,7239,560,,,,,,,
Speed,7239,30,,,,,,,
Time,7239,12.7,,,,,,,
Grade,7239,0,,,,,,,
Median,7239,0,,,,,,,
Offset,7239,0,,,,,,,
TWLTL,7239,0,,,,,,,
Crosswalk Width,7239,16,,,,,,,
Mandatory Distance,7239,200,,,,,,,
Mandatory Distance2,7239,1320,,,,,,,
Positioning Distance,7239,880,,,,,,,
Positioning Distance2,7239,1760,,,,,,,
Curve Pt X,7239,,,,,,,,
Curve Pt Y,7239,,,,,,,,
Curve Pt Z,7239,,,,,,,,
Link Is Hidden,7239,FALSE,,,,,,,
Street Name Is Hidden,7239,FALSE,,,,,,,
Up ID,7240,,524,,,,,,
Lanes,7240,,1,,,,,,
Name,7240,,,,,,,,
Distance,7240,,840,,,,,,
Speed,7240,,30,,,,,,
Time,7240,,19.1,,,,,,
Grade,7240,,0,,,,,,
Median,7240,,0,,,,,,
Offset,7240,,0,,,,,,
TWLTL,7240,,0,,,,,,
Crosswalk Width,7240,,16,,,,,,
Mandatory Distance,7240,,200,,,,,,
Mandatory Distance2,7240,,1320,,,,,,
Positioning Distance,7240,,880,,,,,,
Positioning Distance2,7240,,1760,,,,,,
Curve Pt X,7240,,,,,,,,
Curve Pt Y,7240,,,,,,,,
Curve Pt Z,7240,,,,,,,,
Link Is Hidden,7240,,FALSE,,,,,,
Street Name Is Hidden,7240,,FALSE,,,,,,
Up ID,7241,,522,,,,,,
Lanes,7241,,1,,,,,,
Name,7241,,Dorsey Lane,,,,,,
Distance,7241,,896,,,,,,
Speed,7241,,30,,,,,,
Time,7241,,20.4,,,,,,
Grade,7241,,0,,,,,,
Median,7241,,0,,,,,,
Offset,7241,,0,,,,,,
TWLTL,7241,,0,,,,,,
Crosswalk Width,7241,,16,,,,,,
Mandatory Distance,7241,,200,,,,,,
Mandatory Distance2,7241,,1320,,,,,,
Positioning Distance,7241,,880,,,,,,
Positioning Distance2,7241,,1760,,,,,,
Curve Pt X,7241,,,,,,,,
Curve Pt Y,7241,,,,,,,,
Curve Pt Z,7241,,,,,,,,
Link Is Hidden,7241,,FALSE,,,,,,
Street Name Is Hidden,7241,,FALSE,,,,,,
Up ID,7242,,521,,,,,,
Lanes,7242,,1,,,,,,
Name,7242,,Terrace Road,,,,,,
Distance,7242,,880,,,,,,
Speed,7242,,30,,,,,,
Time,7242,,20,,,,,,
Grade,7242,,0,,,,,,
Median,7242,,12,,,,,,
Offset,7242,,0,,,,,,
TWLTL,7242,,0,,,,,,
Crosswalk Width,7242,,16,,,,,,
Mandatory Distance,7242,,200,,,,,,
Mandatory Distance2,7242,,1320,,,,,,
Positioning Distance,7242,,880,,,,,,
Positioning Distance2,7242,,1760,,,,,,
Curve Pt X,7242,,,,,,,,
Curve Pt Y,7242,,,,,,,,
Curve Pt Z,7242,,,,,,,,
Link Is Hidden,7242,,FALSE,,,,,,
Street Name Is Hidden,7242,,FALSE,,,,,,
Up ID,7243,,,82,,,,,
Lanes,7243,,,1,,,,,
Name,7243,,,Spence Ave,,,,,
Distance,7243,,,800,,,,,
Speed,7243,,,30,,,,,
Time,7243,,,18.2,,,,,
Grade,7243,,,0,,,,,
Median,7243,,,12,,,,,
Offset,7243,,,0,,,,,
TWLTL,7243,,,0,,,,,
Crosswalk Width,7243,,,16,,,,,
Mandatory Distance,7243,,,200,,,,,
Mandatory Distance2,7243,,,1320,,,,,
Positioning Distance,7243,,,880,,,,,
Positioning Distance2,7243,,,1760,,,,,
Curve Pt X,7243,,,,,,,,
Curve Pt Y,7243,,,,,,,,
Curve Pt Z,7243,,,,,,,,
Link Is Hidden,7243,,,FALSE,,,,,
Street Name Is Hidden,7243,,,FALSE,,,,,
Up ID,7244,,,93,,,,,
Lanes,7244,,,1,,,,,
Name,7244,,,Vista Del Corro,,,,,
Distance,7244,,,800,,,,,
Speed,7244,,,30,,,,,
Time,7244,,,18.2,,,,,
Grade,7244,,,0,,,,,
Median,7244,,,0,,,,,
Offset,7244,,,0,,,,,
TWLTL,7244,,,0,,,,,
Crosswalk Width,7244,,,16,,,,,
Mandatory Distance,7244,,,200,,,,,
Mandatory Distance2,7244,,,1320,,,,,
Positioning Distance,7244,,,880,,,,,
Positioning Distance2,7244,,,1760,,,,,
Curve Pt X,7244,,,,,,,,
Curve Pt Y,7244,,,,,,,,
Curve Pt Z,7244,,,,,,,,
Link Is Hidden,7244,,,FALSE,,,,,
Street Name Is Hidden,7244,,,FALSE,,,,,
Up ID,7245,,75,,,,,,
Lanes,7245,,1,,,,,,
Name,7245,,,,,,,,
Distance,7245,,440,,,,,,
Speed,7245,,30,,,,,,
Time,7245,,10,,,,,,
Grade,7245,,0,,,,,,
Median,7245,,0,,,,,,
Offset,7245,,0,,,,,,
TWLTL,7245,,0,,,,,,
Crosswalk Width,7245,,16,,,,,,
Mandatory Distance,7245,,200,,,,,,
Mandatory Distance2,7245,,1320,,,,,,
Positioning Distance,7245,,880,,,,,,
Positioning Distance2,7245,,1760,,,,,,
Curve Pt X,7245,,,,,,,,
Curve Pt Y,7245,,,,,,,,
Curve Pt Z,7245,,,,,,,,
Link Is Hidden,7245,,FALSE,,,,,,
Street Name Is Hidden,7245,,FALSE,,,,,,
Up ID,7246,52,,,,,,,
Lanes,7246,1,,,,,,,
Name,7246,Normal Ave,,,,,,,
Distance,7246,760,,,,,,,
Speed,7246,30,,,,,,,
Time,7246,17.3,,,,,,,
Grade,7246,0,,,,,,,
Median,7246,0,,,,,,,
Offset,7246,0,,,,,,,
TWLTL,7246,0,,,,,,,
Crosswalk Width,7246,16,,,,,,,
Mandatory Distance,7246,200,,,,,,,
Mandatory Distance2,7246,1320,,,,,,,
Positioning Distance,7246,880,,,,,,,
Positioning Distance2,7246,1760,,,,,,,
Curve Pt X,7246,,,,,,,,
Curve Pt Y,7246,,,,,,,,
Curve Pt Z,7246,,,,,,,,
Link Is Hidden,7246,FALSE,,,,,,,
Street Name Is Hidden,7246,FALSE,,,,,,,
Up ID,7247,,52,,,,,,
Lanes,7247,,1,,,,,,
Name,7247,,Normal Ave,,,,,,
Distance,7247,,740,,,,,,
Speed,7247,,30,,,,,,
Time,7247,,16.8,,,,,,
Grade,7247,,0,,,,,,
Median,7247,,0,,,,,,
Offset,7247,,0,,,,,,
TWLTL,7247,,0,,,,,,
Crosswalk Width,7247,,16,,,,,,
Mandatory Distance,7247,,200,,,,,,
Mandatory Distance2,7247,,1320,,,,,,
Positioning Distance,7247,,880,,,,,,
Positioning Distance2,7247,,1760,,,,,,
Curve Pt X,7247,,,,,,,,
Curve Pt Y,7247,,,,,,,,
Curve Pt Z,7247,,,,,,,,
Link Is Hidden,7247,,FALSE,,,,,,
Street Name Is Hidden,7247,,FALSE,,,,,,
Up ID,7248,74,,,,,,,
Lanes,7248,0,,,,,,,
Name,7248,College Avenue,,,,,,,
Distance,7248,760,,,,,,,
Speed,7248,30,,,,,,,
Time,7248,17.3,,,,,,,
Grade,7248,0,,,,,,,
Median,7248,12,,,,,,,
Offset,7248,0,,,,,,,
TWLTL,7248,0,,,,,,,
Crosswalk Width,7248,16,,,,,,,
Mandatory Distance,7248,200,,,,,,,
Mandatory Distance2,7248,1320,,,,,,,
Positioning Distance,7248,880,,,,,,,
Positioning Distance2,7248,1760,,,,,,,
Curve Pt X,7248,,,,,,,,
Curve Pt Y,7248,,,,,,,,
Curve Pt Z,7248,,,,,,,,
Link Is Hidden,7248,FALSE,,,,,,,
Street Name Is Hidden,7248,FALSE,,,,,,,
Up ID,7249,73,,,,,,,
Lanes,7249,1,,,,,,,
Name,7249,Forest,,,,,,,
Distance,7249,760,,,,,,,
Speed,7249,30,,,,,,,
Time,7249,17.3,,,,,,,
Grade,7249,0,,,,,,,
Median,7249,12,,,,,,,
Offset,7249,0,,,,,,,
TWLTL,7249,0,,,,,,,
Crosswalk Width,7249,16,,,,,,,
Mandatory Distance,7249,200,,,,,,,
Mandatory Distance2,7249,1320,,,,,,,
Positioning Distance,7249,880,,,,,,,
Positioning Distance2,7249,1760,,,,,,,
Curve Pt X,7249,,,,,,,,
Curve Pt Y,7249,,,,,,,,
Curve Pt Z,7249,,,,,,,,
Link Is Hidden,7249,FALSE,,,,,,,
Street Name Is Hidden,7249,FALSE,,,,,,,
Up ID,7250,,,68,,,,,
Lanes,7250,,,1,,,,,
Name,7250,,,14th Street,,,,,
Distance,7250,,,800,,,,,
Speed,7250,,,30,,,,,
Time,7250,,,18.2,,,,,
Grade,7250,,,0,,,,,
Median,7250,,,0,,,,,
Offset,7250,,,0,,,,,
TWLTL,7250,,,0,,,,,
Crosswalk Width,7250,,,16,,,,,
Mandatory Distance,7250,,,200,,,,,
Mandatory Distance2,7250,,,1320,,,,,
Positioning Distance,7250,,,880,,,,,
Positioning Distance2,7250,,,1760,,,,,
Curve Pt X,7250,,,,,,,,
Curve Pt Y,7250,,,,,,,,
Curve Pt Z,7250,,,,,,,,
Link Is Hidden,7250,,,FALSE,,,,,
Street Name Is Hidden,7250,,,FALSE,,,,,
Up ID,7251,,,104,,,,,
Lanes,7251,,,1,,,,,
Name,7251,,,Fountainhead Pkwy,,,,,
Distance,7251,,,800,,,,,
Speed,7251,,,30,,,,,
Time,7251,,,18.2,,,,,
Grade,7251,,,0,,,,,
Median,7251,,,12,,,,,
Offset,7251,,,0,,,,,
TWLTL,7251,,,0,,,,,
Crosswalk Width,7251,,,16,,,,,
Mandatory Distance,7251,,,200,,,,,
Mandatory Distance2,7251,,,1320,,,,,
Positioning Distance,7251,,,880,,,,,
Positioning Distance2,7251,,,1760,,,,,
Curve Pt X,7251,,,,,,,,
Curve Pt Y,7251,,,,,,,,
Curve Pt Z,7251,,,,,,,,
Link Is Hidden,7251,,,FALSE,,,,,
Street Name Is Hidden,7251,,,FALSE,,,,,
Up ID,7252,,,105,,,,,
Lanes,7252,,,1,,,,,
Name,7252,,,Fairmont Dr,,,,,
Distance,7252,,,800,,,,,
Speed,7252,,,30,,,,,
Time,7252,,,18.2,,,,,
Grade,7252,,,0,,,,,
Median,7252,,,12,,,,,
Offset,7252,,,0,,,,,
TWLTL,7252,,,0,,,,,
Crosswalk Width,7252,,,16,,,,,
Mandatory Distance,7252,,,200,,,,,
Mandatory Distance2,7252,,,1320,,,,,
Positioning Distance,7252,,,880,,,,,
Positioning Distance2,7252,,,1760,,,,,
Curve Pt X,7252,,,,,,,,
Curve Pt Y,7252,,,,,,,,
Curve Pt Z,7252,,,,,,,,
Link Is Hidden,7252,,,FALSE,,,,,
Street Name Is Hidden,7252,,,FALSE,,,,,
Up ID,7253,,,5241,,,,,
Lanes,7253,,,2,,,,,
Name,7253,,,Alameda Dr,,,,,
Distance,7253,,,1970,,,,,
Speed,7253,,,35,,,,,
Time,7253,,,38.4,,,,,
Grade,7253,,,0,,,,,
Median,7253,,,0,,,,,
Offset,7253,,,0,,,,,
TWLTL,7253,,,0,,,,,
Crosswalk Width,7253,,,16,,,,,
Mandatory Distance,7253,,,200,,,,,
Mandatory Distance2,7253,,,1539,,,,,
Positioning Distance,7253,,,1026,,,,,
Positioning Distance2,7253,,,2052,,,,,
Curve Pt X,7253,,,,,,,,
Curve Pt Y,7253,,,,,,,,
Curve Pt Z,7253,,,,,,,,
Link Is Hidden,7253,,,FALSE,,,,,
Street Name Is Hidden,7253,,,FALSE,,,,,
Up ID,7254,,,,111,,,,
Lanes,7254,,,,1,,,,
Name,7254,,,,Alameda Dr,,,,
